Date,Hour,PV Generation (MW),Wind Generation (MW)
6-May,6,0.305,0.184
6-May,7,0.473,0.226
6-May,8,0.528,0.268
6-May,9,0.502,0.278
6-May,10,0.470,0.299
6-May,11,0.460,0.308
6-May,12,0.443,0.306
6-May,13,0.392,0.302
6-May,14,0.321,0.302
6-May,15,0.226,0.272
6-May,16,0.125,0.238
6-May,17,0.046,0.201
6-May,18,0.005,0.173
6-May,19,0.000,0.162
6-May,20,0.000,0.156
6-May,21,0.000,0.170
6-May,22,0.000,0.174
6-May,23,0.000,0.171
7-May,0,0.000,0.167
7-May,1,0.000,0.162
7-May,2,0.000,0.156
7-May,3,0.001,0.144
7-May,4,0.032,0.125
7-May,5,0.139,0.087
7-May,6,0.305,0.075
7-May,7,0.477,0.087
7-May,8,0.574,0.093
7-May,9,0.600,0.094
7-May,10,0.604,0.093
7-May,11,0.610,0.090
7-May,12,0.597,0.079
7-May,13,0.544,0.071
7-May,14,0.464,0.058
7-May,15,0.333,0.044
7-May,16,0.190,0.032
7-May,17,0.071,0.020
7-May,18,0.009,0.019
7-May,19,0.000,0.028
7-May,20,0.000,0.054
7-May,21,0.000,0.089
7-May,22,0.000,0.126
7-May,23,0.000,0.160
8-May,0,0.000,0.177
8-May,1,0.000,0.184
8-May,2,0.000,0.198
8-May,3,0.001,0.206
8-May,4,0.030,0.212
8-May,5,0.118,0.199
8-May,6,0.237,0.153
8-May,7,0.363,0.136
8-May,8,0.469,0.188
8-May,9,0.514,0.254
8-May,10,0.474,0.317
8-May,11,0.402,0.362
8-May,12,0.333,0.388
8-May,13,0.269,0.396
8-May,14,0.187,0.383
8-May,15,0.119,0.383
8-May,16,0.067,0.367
8-May,17,0.027,0.348
8-May,18,0.003,0.338
8-May,19,0.000,0.344
8-May,20,0.000,0.354
8-May,21,0.000,0.369
8-May,22,0.000,0.381
8-May,23,0.000,0.384
9-May,0,0.000,0.373
9-May,1,0.000,0.342
9-May,2,0.000,0.318
9-May,3,0.001,0.287
9-May,4,0.022,0.256
9-May,5,0.107,0.212
9-May,6,0.248,0.169
9-May,7,0.399,0.155
9-May,8,0.488,0.150
9-May,9,0.512,0.146
9-May,10,0.521,0.150
9-May,11,0.514,0.157
9-May,12,0.476,0.149
9-May,13,0.426,0.147
9-May,14,0.352,0.141
9-May,15,0.250,0.133
9-May,16,0.151,0.128
9-May,17,0.062,0.137
9-May,18,0.008,0.143
9-May,19,0.000,0.156
9-May,20,0.000,0.180
9-May,21,0.000,0.198
9-May,22,0.000,0.203
9-May,23,0.000,0.203
10-May,0,0.000,0.208
10-May,1,0.000,0.217
10-May,2,0.000,0.231
10-May,3,0.001,0.227
10-May,4,0.027,0.228
10-May,5,0.107,0.209
10-May,6,0.218,0.197
10-May,7,0.341,0.210
10-May,8,0.418,0.230
10-May,9,0.458,0.253
10-May,10,0.502,0.264
10-May,11,0.514,0.276
10-May,12,0.519,0.270
10-May,13,0.491,0.262
10-May,14,0.419,0.240
10-May,15,0.300,0.207
10-May,16,0.181,0.157
10-May,17,0.076,0.119
10-May,18,0.010,0.084
10-May,19,0.000,0.062
10-May,20,0.000,0.041
10-May,21,0.000,0.039
10-May,22,0.000,0.038
10-May,23,0.000,0.053
11-May,0,0.000,0.071
11-May,1,0.000,0.083
11-May,2,0.000,0.100
11-May,3,0.001,0.113
11-May,4,0.023,0.129
11-May,5,0.084,0.141
11-May,6,0.167,0.129
11-May,7,0.259,0.141
11-May,8,0.349,0.158
11-May,9,0.399,0.186
11-May,10,0.424,0.209
11-May,11,0.404,0.232
11-May,12,0.393,0.267
11-May,13,0.341,0.292
11-May,14,0.267,0.326
11-May,15,0.188,0.359
11-May,16,0.118,0.386
11-May,17,0.050,0.392
11-May,18,0.010,0.378
11-May,19,0.000,0.385
11-May,20,0.000,0.382
11-May,21,0.000,0.371
11-May,22,0.000,0.361
11-May,23,0.000,0.358
12-May,0,0.000,0.357
12-May,1,0.000,0.349
12-May,2,0.000,0.336
12-May,3,0.001,0.333
12-May,4,0.027,0.308
12-May,5,0.110,0.264
12-May,6,0.239,0.270
12-May,7,0.374,0.286
12-May,8,0.498,0.276
12-May,9,0.611,0.288
12-May,10,0.677,0.300
12-May,11,0.694,0.317
12-May,12,0.675,0.327
12-May,13,0.611,0.337
12-May,14,0.509,0.354
12-May,15,0.369,0.369
12-May,16,0.214,0.370
12-May,17,0.086,0.355
12-May,18,0.015,0.316
12-May,19,0.000,0.325
12-May,20,0.000,0.333
12-May,21,0.000,0.329
12-May,22,0.000,0.330
12-May,23,0.000,0.322
13-May,0,0.000,0.312
13-May,1,0.000,0.308
13-May,2,0.000,0.303
13-May,3,0.002,0.283
13-May,4,0.045,0.245
13-May,5,0.185,0.171
13-May,6,0.400,0.120
13-May,7,0.616,0.110
13-May,8,0.783,0.129
13-May,9,0.858,0.172
13-May,10,0.862,0.225
13-May,11,0.842,0.251
13-May,12,0.806,0.263
13-May,13,0.727,0.294
13-May,14,0.615,0.317
13-May,15,0.449,0.325
13-May,16,0.257,0.318
13-May,17,0.098,0.287
13-May,18,0.015,0.246
13-May,19,0.000,0.244
13-May,20,0.000,0.265
13-May,21,0.000,0.269
13-May,22,0.000,0.261
13-May,23,0.000,0.244
14-May,0,0.000,0.236
14-May,1,0.000,0.237
14-May,2,0.000,0.238
14-May,3,0.003,0.236
14-May,4,0.046,0.214
14-May,5,0.187,0.148
14-May,6,0.400,0.104
14-May,7,0.587,0.124
14-May,8,0.692,0.160
14-May,9,0.709,0.200
14-May,10,0.703,0.223
14-May,11,0.690,0.240
14-May,12,0.663,0.259
14-May,13,0.611,0.283
14-May,14,0.518,0.302
14-May,15,0.386,0.307
14-May,16,0.228,0.307
14-May,17,0.093,0.290
14-May,18,0.017,0.248
14-May,19,0.000,0.250
14-May,20,0.000,0.268
14-May,21,0.000,0.276
14-May,22,0.000,0.264
14-May,23,0.000,0.241
15-May,0,0.000,0.225
15-May,1,0.000,0.209
15-May,2,0.000,0.206
15-May,3,0.002,0.196
15-May,4,0.039,0.184
15-May,5,0.149,0.144
15-May,6,0.311,0.108
15-May,7,0.481,0.155
15-May,8,0.614,0.199
15-May,9,0.693,0.219
15-May,10,0.703,0.227
15-May,11,0.668,0.244
15-May,12,0.600,0.255
15-May,13,0.508,0.260
15-May,14,0.398,0.269
15-May,15,0.279,0.275
15-May,16,0.164,0.276
15-May,17,0.067,0.257
15-May,18,0.012,0.226
15-May,19,0.000,0.220
15-May,20,0.000,0.217
15-May,21,0.000,0.215
15-May,22,0.000,0.216
15-May,23,0.000,0.218
16-May,0,0.000,0.216
16-May,1,0.000,0.216
16-May,2,0.000,0.223
16-May,3,0.001,0.226
16-May,4,0.023,0.227
16-May,5,0.083,0.211
16-May,6,0.168,0.199
16-May,7,0.251,0.209
16-May,8,0.311,0.220
16-May,9,0.352,0.216
16-May,10,0.376,0.206
16-May,11,0.376,0.204
16-May,12,0.342,0.195
16-May,13,0.287,0.204
16-May,14,0.217,0.217
16-May,15,0.147,0.221
16-May,16,0.085,0.231
16-May,17,0.033,0.219
16-May,18,0.005,0.208
16-May,19,0.000,0.192
16-May,20,0.000,0.167
16-May,21,0.000,0.152
16-May,22,0.000,0.137
16-May,23,0.000,0.127
17-May,0,0.000,0.120
17-May,1,0.000,0.115
17-May,2,0.000,0.107
17-May,3,0.002,0.108
17-May,4,0.034,0.101
17-May,5,0.118,0.098
17-May,6,0.247,0.086
17-May,7,0.398,0.084
17-May,8,0.521,0.085
17-May,9,0.596,0.086
17-May,10,0.623,0.089
17-May,11,0.627,0.091
17-May,12,0.600,0.093
17-May,13,0.551,0.095
17-May,14,0.463,0.094
17-May,15,0.339,0.095
17-May,16,0.198,0.096
17-May,17,0.081,0.098
17-May,18,0.014,0.109
17-May,19,0.000,0.141
17-May,20,0.000,0.157
17-May,21,0.000,0.167
17-May,22,0.000,0.167
17-May,23,0.000,0.162
18-May,0,0.000,0.158
18-May,1,0.000,0.152
18-May,2,0.000,0.147
18-May,3,0.004,0.144
18-May,4,0.053,0.130
18-May,5,0.181,0.091
18-May,6,0.364,0.055
18-May,7,0.556,0.050
18-May,8,0.716,0.061
18-May,9,0.821,0.094
18-May,10,0.870,0.115
18-May,11,0.852,0.117
18-May,12,0.775,0.109
18-May,13,0.669,0.102
18-May,14,0.537,0.098
18-May,15,0.395,0.104
18-May,16,0.248,0.111
18-May,17,0.127,0.107
18-May,18,0.055,0.113
18-May,19,0.048,0.123
18-May,20,0.054,0.122
18-May,21,0.054,0.112
18-May,22,0.000,0.097
18-May,23,0.000,0.075
19-May,0,0.000,0.064
19-May,1,0.000,0.065
19-May,2,0.000,0.067
19-May,3,0.004,0.068
19-May,4,0.054,0.079
19-May,5,0.173,0.070
19-May,6,0.341,0.043
19-May,7,0.508,0.035
19-May,8,0.657,0.048
19-May,9,0.773,0.067
19-May,10,0.814,0.075
19-May,11,0.800,0.078
19-May,12,0.729,0.083
19-May,13,0.625,0.110
19-May,14,0.485,0.149
19-May,15,0.332,0.176
19-May,16,0.194,0.178
19-May,17,0.080,0.178
19-May,18,0.015,0.172
19-May,19,0.000,0.164
19-May,20,0.000,0.155
19-May,21,0.000,0.161
19-May,22,0.000,0.158
19-May,23,0.000,0.150
20-May,0,0.000,0.137
20-May,1,0.000,0.115
20-May,2,0.000,0.103
20-May,3,0.003,0.100
20-May,4,0.037,0.097
20-May,5,0.106,0.083
20-May,6,0.189,0.068
20-May,7,0.276,0.066
20-May,8,0.335,0.072
20-May,9,0.378,0.085
20-May,10,0.388,0.100
20-May,11,0.376,0.114
20-May,12,0.332,0.144
20-May,13,0.284,0.185
20-May,14,0.225,0.219
20-May,15,0.155,0.264
20-May,16,0.084,0.289
20-May,17,0.033,0.288
20-May,18,0.007,0.297
20-May,19,0.000,0.290
20-May,20,0.000,0.301
20-May,21,0.000,0.302
20-May,22,0.000,0.303
20-May,23,0.000,0.303
21-May,0,0.000,0.307
21-May,1,0.000,0.296
21-May,2,0.000,0.283
21-May,3,0.003,0.278
21-May,4,0.023,0.291
21-May,5,0.071,0.293
21-May,6,0.136,0.279
21-May,7,0.201,0.275
21-May,8,0.254,0.278
21-May,9,0.299,0.276
21-May,10,0.319,0.271
21-May,11,0.317,0.274
21-May,12,0.300,0.280
21-May,13,0.261,0.289
21-May,14,0.211,0.312
21-May,15,0.150,0.341
21-May,16,0.087,0.373
21-May,17,0.037,0.393
21-May,18,0.006,0.392
21-May,19,0.000,0.395
21-May,20,0.000,0.377
21-May,21,0.000,0.378
21-May,22,0.000,0.374
21-May,23,0.000,0.373
22-May,0,0.000,0.373
22-May,1,0.000,0.369
22-May,2,0.000,0.385
22-May,3,0.002,0.406
22-May,4,0.010,0.421
22-May,5,0.037,0.426
22-May,6,0.076,0.430
22-May,7,0.126,0.424
22-May,8,0.192,0.416
22-May,9,0.266,0.413
22-May,10,0.341,0.406
22-May,11,0.397,0.392
22-May,12,0.416,0.387
22-May,13,0.398,0.391
22-May,14,0.358,0.372
22-May,15,0.290,0.355
22-May,16,0.194,0.319
22-May,17,0.091,0.271
22-May,18,0.020,0.212
22-May,19,0.000,0.178
22-May,20,0.000,0.159
22-May,21,0.000,0.144
22-May,22,0.000,0.132
22-May,23,0.000,0.120
23-May,0,0.000,0.110
23-May,1,0.000,0.100
23-May,2,0.000,0.096
23-May,3,0.005,0.093
23-May,4,0.058,0.089
23-May,5,0.193,0.077
23-May,6,0.389,0.059
23-May,7,0.593,0.067
23-May,8,0.738,0.081
23-May,9,0.830,0.087
23-May,10,0.874,0.086
23-May,11,0.879,0.080
23-May,12,0.836,0.078
23-May,13,0.747,0.072
23-May,14,0.614,0.069
23-May,15,0.451,0.060
23-May,16,0.266,0.050
23-May,17,0.113,0.035
23-May,18,0.026,0.028
23-May,19,0.001,0.034
23-May,20,0.000,0.045
23-May,21,0.000,0.058
23-May,22,0.000,0.065
23-May,23,0.000,0.073
24-May,0,0.000,0.078
24-May,1,0.000,0.087
24-May,2,0.000,0.102
24-May,3,0.006,0.118
24-May,4,0.063,0.134
24-May,5,0.201,0.124
24-May,6,0.394,0.088
24-May,7,0.593,0.078
24-May,8,0.745,0.102
24-May,9,0.835,0.129
24-May,10,0.854,0.157
24-May,11,0.816,0.188
24-May,12,0.752,0.211
24-May,13,0.657,0.224
24-May,14,0.530,0.230
24-May,15,0.387,0.229
24-May,16,0.237,0.211
24-May,17,0.107,0.192
24-May,18,0.026,0.171
24-May,19,0.001,0.163
24-May,20,0.000,0.160
24-May,21,0.000,0.160
24-May,22,0.000,0.160
24-May,23,0.000,0.150
25-May,0,0.000,0.126
25-May,1,0.000,0.115
25-May,2,0.000,0.108
25-May,3,0.005,0.108
25-May,4,0.054,0.107
25-May,5,0.158,0.103
25-May,6,0.288,0.100
25-May,7,0.414,0.103
25-May,8,0.522,0.105
25-May,9,0.603,0.098
25-May,10,0.629,0.104
25-May,11,0.640,0.112
25-May,12,0.602,0.130
25-May,13,0.519,0.143
25-May,14,0.432,0.140
25-May,15,0.323,0.146
25-May,16,0.197,0.138
25-May,17,0.091,0.124
25-May,18,0.023,0.107
25-May,19,0.001,0.099
25-May,20,0.000,0.103
25-May,21,0.000,0.100
25-May,22,0.000,0.091
25-May,23,0.000,0.084
26-May,0,0.000,0.097
26-May,1,0.000,0.125
26-May,2,0.000,0.174
26-May,3,0.005,0.214
26-May,4,0.054,0.239
26-May,5,0.166,0.230
26-May,6,0.321,0.213
26-May,7,0.484,0.254
26-May,8,0.616,0.312
26-May,9,0.703,0.330
26-May,10,0.725,0.360
26-May,11,0.697,0.329
26-May,12,0.656,0.301
26-May,13,0.579,0.303
26-May,14,0.474,0.341
26-May,15,0.345,0.408
26-May,16,0.213,0.392
26-May,17,0.095,0.369
26-May,18,0.021,0.353
26-May,19,0.001,0.368
26-May,20,0.000,0.392
26-May,21,0.000,0.419
26-May,22,0.000,0.412
26-May,23,0.000,0.386
27-May,0,0.000,0.364
27-May,1,0.000,0.343
27-May,2,0.000,0.333
27-May,3,0.005,0.312
27-May,4,0.048,0.282
27-May,5,0.144,0.246
27-May,6,0.281,0.219
27-May,7,0.425,0.226
27-May,8,0.540,0.254
27-May,9,0.584,0.270
27-May,10,0.558,0.261
27-May,11,0.524,0.247
27-May,12,0.504,0.238
27-May,13,0.439,0.218
27-May,14,0.334,0.190
27-May,15,0.232,0.167
27-May,16,0.145,0.151
27-May,17,0.072,0.127
27-May,18,0.020,0.104
27-May,19,0.001,0.099
27-May,20,0.000,0.094
27-May,21,0.000,0.092
27-May,22,0.000,0.085
27-May,23,0.000,0.071
28-May,0,0.000,0.060
28-May,1,0.000,0.054
28-May,2,0.000,0.051
28-May,3,0.003,0.057
28-May,4,0.029,0.056
28-May,5,0.087,0.050
28-May,6,0.160,0.046
28-May,7,0.246,0.045
28-May,8,0.340,0.051
28-May,9,0.401,0.068
28-May,10,0.440,0.082
28-May,11,0.452,0.103
28-May,12,0.438,0.127
28-May,13,0.398,0.157
28-May,14,0.333,0.178
28-May,15,0.255,0.191
28-May,16,0.166,0.204
28-May,17,0.081,0.211
28-May,18,0.022,0.187
28-May,19,0.001,0.173
28-May,20,0.001,0.177
28-May,21,0.001,0.173
28-May,22,0.000,0.169
28-May,23,0.000,0.171
29-May,0,0.000,0.169
29-May,1,0.000,0.173
29-May,2,0.000,0.157
29-May,3,0.006,0.135
29-May,4,0.047,0.107
29-May,5,0.145,0.076
29-May,6,0.277,0.067
29-May,7,0.407,0.066
29-May,8,0.515,0.060
29-May,9,0.603,0.054
29-May,10,0.641,0.051
29-May,11,0.653,0.052
29-May,12,0.640,0.054
29-May,13,0.592,0.049
29-May,14,0.506,0.042
29-May,15,0.387,0.034
29-May,16,0.240,0.030
29-May,17,0.112,0.025
29-May,18,0.033,0.024
29-May,19,0.001,0.040
29-May,20,0.000,0.080
29-May,21,0.000,0.137
29-May,22,0.000,0.244
29-May,23,0.000,0.275
30-May,0,0.000,0.292
30-May,1,0.000,0.293
30-May,2,0.000,0.298
30-May,3,0.007,0.310
30-May,4,0.063,0.320
30-May,5,0.189,0.294
30-May,6,0.358,0.258
30-May,7,0.517,0.269
30-May,8,0.617,0.309
30-May,9,0.674,0.342
30-May,10,0.692,0.357
30-May,11,0.661,0.352
30-May,12,0.610,0.341
30-May,13,0.543,0.323
30-May,14,0.449,0.302
30-May,15,0.333,0.283
30-May,16,0.207,0.253
30-May,17,0.094,0.214
30-May,18,0.022,0.175
30-May,19,0.001,0.157
30-May,20,0.000,0.161
30-May,21,0.000,0.187
30-May,22,0.000,0.222
30-May,23,0.000,0.247
31-May,0,0.000,0.264
31-May,1,0.000,0.243
31-May,2,0.000,0.224
31-May,3,0.005,0.214
31-May,4,0.040,0.199
31-May,5,0.121,0.164
31-May,6,0.241,0.135
31-May,7,0.383,0.120
31-May,8,0.523,0.116
31-May,9,0.608,0.117
31-May,10,0.621,0.139
31-May,11,0.597,0.160
31-May,12,0.554,0.164
31-May,13,0.497,0.158
31-May,14,0.428,0.144
31-May,15,0.337,0.125
31-May,16,0.226,0.098
31-May,17,0.114,0.073
31-May,18,0.031,0.049
31-May,19,0.001,0.036
31-May,20,0.000,0.036
31-May,21,0.000,0.039
31-May,22,0.000,0.039
31-May,23,0.000,0.044
1-Jun,0,0.000,0.056
1-Jun,1,0.000,0.069
1-Jun,2,0.000,0.088
1-Jun,3,0.008,0.113
1-Jun,4,0.064,0.125
1-Jun,5,0.194,0.100
1-Jun,6,0.381,0.086
1-Jun,7,0.578,0.100
1-Jun,8,0.737,0.128
1-Jun,9,0.825,0.144
1-Jun,10,0.863,0.152
1-Jun,11,0.878,0.149
1-Jun,12,0.858,0.132
1-Jun,13,0.780,0.119
1-Jun,14,0.655,0.107
1-Jun,15,0.483,0.087
1-Jun,16,0.293,0.073
1-Jun,17,0.126,0.056
1-Jun,18,0.033,0.041
1-Jun,19,0.001,0.039
1-Jun,20,0.000,0.040
1-Jun,21,0.000,0.042
1-Jun,22,0.000,0.041
1-Jun,23,0.000,0.052
2-Jun,0,0.000,0.069
2-Jun,1,0.000,0.089
2-Jun,2,0.000,0.106
2-Jun,3,0.009,0.126
2-Jun,4,0.070,0.139
2-Jun,5,0.212,0.112
2-Jun,6,0.411,0.064
2-Jun,7,0.611,0.044
2-Jun,8,0.764,0.058
2-Jun,9,0.868,0.086
2-Jun,10,0.922,0.117
2-Jun,11,0.926,0.148
2-Jun,12,0.887,0.176
2-Jun,13,0.802,0.191
2-Jun,14,0.671,0.197
2-Jun,15,0.495,0.189
2-Jun,16,0.295,0.170
2-Jun,17,0.126,0.150
2-Jun,18,0.034,0.142
2-Jun,19,0.002,0.188
2-Jun,20,0.000,0.267
2-Jun,21,0.000,0.339
2-Jun,22,0.000,0.365
2-Jun,23,0.000,0.362
3-Jun,0,0.000,0.330
3-Jun,1,0.000,0.291
3-Jun,2,0.000,0.246
3-Jun,3,0.009,0.244
3-Jun,4,0.066,0.225
3-Jun,5,0.197,0.170
3-Jun,6,0.371,0.121
3-Jun,7,0.554,0.099
3-Jun,8,0.710,0.086
3-Jun,9,0.794,0.102
3-Jun,10,0.819,0.139
3-Jun,11,0.804,0.175
3-Jun,12,0.735,0.209
3-Jun,13,0.608,0.208
3-Jun,14,0.455,0.193
3-Jun,15,0.304,0.190
3-Jun,16,0.172,0.154
3-Jun,17,0.078,0.174
3-Jun,18,0.022,0.145
3-Jun,19,0.001,0.105
3-Jun,20,0.000,0.075
3-Jun,21,0.000,0.066
3-Jun,22,0.000,0.054
3-Jun,23,0.000,0.044
4-Jun,0,0.000,0.032
4-Jun,1,0.000,0.035
4-Jun,2,0.000,0.045
4-Jun,3,0.008,0.049
4-Jun,4,0.064,0.046
4-Jun,5,0.183,0.029
4-Jun,6,0.357,0.019
4-Jun,7,0.542,0.020
4-Jun,8,0.695,0.026
4-Jun,9,0.806,0.036
4-Jun,10,0.864,0.043
4-Jun,11,0.866,0.052
4-Jun,12,0.827,0.069
4-Jun,13,0.749,0.093
4-Jun,14,0.627,0.116
4-Jun,15,0.459,0.145
4-Jun,16,0.275,0.184
4-Jun,17,0.121,0.233
4-Jun,18,0.034,0.288
4-Jun,19,0.001,0.379
4-Jun,20,0.000,0.441
4-Jun,21,0.000,0.468
4-Jun,22,0.000,0.442
4-Jun,23,0.000,0.382
5-Jun,0,0.000,0.311
5-Jun,1,0.000,0.256
5-Jun,2,0.000,0.242
5-Jun,3,0.009,0.214
5-Jun,4,0.067,0.182
5-Jun,5,0.197,0.132
5-Jun,6,0.371,0.074
5-Jun,7,0.556,0.038
5-Jun,8,0.707,0.037
5-Jun,9,0.803,0.038
5-Jun,10,0.856,0.047
5-Jun,11,0.859,0.052
5-Jun,12,0.823,0.061
5-Jun,13,0.732,0.070
5-Jun,14,0.604,0.081
5-Jun,15,0.444,0.098
5-Jun,16,0.269,0.131
5-Jun,17,0.122,0.167
5-Jun,18,0.035,0.203
5-Jun,19,0.002,0.284
5-Jun,20,0.000,0.372
5-Jun,21,0.000,0.454
5-Jun,22,0.000,0.470
5-Jun,23,0.000,0.452
6-Jun,0,0.000,0.452
6-Jun,1,0.000,0.444
6-Jun,2,0.000,0.428
6-Jun,3,0.009,0.379
6-Jun,4,0.057,0.308
6-Jun,5,0.154,0.266
6-Jun,6,0.267,0.250
6-Jun,7,0.372,0.239
6-Jun,8,0.439,0.253
6-Jun,9,0.483,0.277
6-Jun,10,0.480,0.302
6-Jun,11,0.463,0.331
6-Jun,12,0.437,0.358
6-Jun,13,0.366,0.363
6-Jun,14,0.296,0.361
6-Jun,15,0.215,0.314
6-Jun,16,0.137,0.263
6-Jun,17,0.074,0.208
6-Jun,18,0.024,0.155
6-Jun,19,0.002,0.108
6-Jun,20,0.000,0.099
6-Jun,21,0.000,0.074
6-Jun,22,0.000,0.062
6-Jun,23,0.000,0.064
7-Jun,0,0.000,0.065
7-Jun,1,0.000,0.068
7-Jun,2,0.000,0.066
7-Jun,3,0.009,0.078
7-Jun,4,0.065,0.088
7-Jun,5,0.187,0.083
7-Jun,6,0.363,0.078
7-Jun,7,0.560,0.103
7-Jun,8,0.705,0.137
7-Jun,9,0.823,0.153
7-Jun,10,0.888,0.166
7-Jun,11,0.899,0.187
7-Jun,12,0.874,0.208
7-Jun,13,0.793,0.234
7-Jun,14,0.644,0.259
7-Jun,15,0.454,0.291
7-Jun,16,0.254,0.327
7-Jun,17,0.104,0.364
7-Jun,18,0.027,0.407
7-Jun,19,0.002,0.453
7-Jun,20,0.000,0.481
7-Jun,21,0.000,0.507
7-Jun,22,0.000,0.503
7-Jun,23,0.000,0.484
8-Jun,0,0.000,0.468
8-Jun,1,0.000,0.469
8-Jun,2,0.000,0.483
8-Jun,3,0.006,0.512
8-Jun,4,0.039,0.540
8-Jun,5,0.109,0.565
8-Jun,6,0.210,0.629
8-Jun,7,0.322,0.669
8-Jun,8,0.437,0.692
8-Jun,9,0.540,0.670
8-Jun,10,0.634,0.598
8-Jun,11,0.715,0.525
8-Jun,12,0.745,0.455
8-Jun,13,0.713,0.468
8-Jun,14,0.614,0.510
8-Jun,15,0.462,0.595
8-Jun,16,0.281,0.568
8-Jun,17,0.126,0.510
8-Jun,18,0.037,0.413
8-Jun,19,0.003,0.354
8-Jun,20,0.000,0.339
8-Jun,21,0.000,0.355
8-Jun,22,0.000,0.348
8-Jun,23,0.000,0.346
9-Jun,0,0.000,0.328
9-Jun,1,0.000,0.297
9-Jun,2,0.000,0.277
9-Jun,3,0.011,0.260
9-Jun,4,0.076,0.216
9-Jun,5,0.224,0.156
9-Jun,6,0.424,0.116
9-Jun,7,0.618,0.100
9-Jun,8,0.770,0.099
9-Jun,9,0.849,0.096
9-Jun,10,0.866,0.089
9-Jun,11,0.819,0.071
9-Jun,12,0.735,0.052
9-Jun,13,0.606,0.042
9-Jun,14,0.463,0.041
9-Jun,15,0.306,0.048
9-Jun,16,0.179,0.057
9-Jun,17,0.085,0.076
9-Jun,18,0.025,0.102
9-Jun,19,0.002,0.137
9-Jun,20,0.000,0.174
9-Jun,21,0.000,0.187
9-Jun,22,0.000,0.186
9-Jun,23,0.000,0.177
10-Jun,0,0.000,0.167
10-Jun,1,0.000,0.163
10-Jun,2,0.000,0.162
10-Jun,3,0.007,0.156
10-Jun,4,0.040,0.148
10-Jun,5,0.108,0.130
10-Jun,6,0.195,0.110
10-Jun,7,0.299,0.097
10-Jun,8,0.448,0.086
10-Jun,9,0.573,0.088
10-Jun,10,0.632,0.095
10-Jun,11,0.624,0.106
10-Jun,12,0.570,0.107
10-Jun,13,0.473,0.112
10-Jun,14,0.362,0.131
10-Jun,15,0.241,0.148
10-Jun,16,0.129,0.159
10-Jun,17,0.059,0.169
10-Jun,18,0.017,0.179
10-Jun,19,0.002,0.175
10-Jun,20,0.000,0.155
10-Jun,21,0.000,0.151
10-Jun,22,0.000,0.157
10-Jun,23,0.000,0.141
11-Jun,0,0.000,0.130
11-Jun,1,0.000,0.120
11-Jun,2,0.000,0.120
11-Jun,3,0.007,0.128
11-Jun,4,0.037,0.107
11-Jun,5,0.117,0.094
11-Jun,6,0.237,0.072
11-Jun,7,0.356,0.054
11-Jun,8,0.464,0.043
11-Jun,9,0.535,0.036
11-Jun,10,0.584,0.037
11-Jun,11,0.602,0.037
11-Jun,12,0.579,0.040
11-Jun,13,0.528,0.038
11-Jun,14,0.449,0.041
11-Jun,15,0.337,0.048
11-Jun,16,0.204,0.056
11-Jun,17,0.095,0.061
11-Jun,18,0.028,0.073
11-Jun,19,0.002,0.104
11-Jun,20,0.000,0.143
11-Jun,21,0.000,0.177
11-Jun,22,0.000,0.187
11-Jun,23,0.000,0.185
12-Jun,0,0.000,0.171
12-Jun,1,0.000,0.151
12-Jun,2,0.000,0.125
12-Jun,3,0.009,0.111
12-Jun,4,0.054,0.091
12-Jun,5,0.138,0.073
12-Jun,6,0.233,0.073
12-Jun,7,0.306,0.098
12-Jun,8,0.355,0.122
12-Jun,9,0.408,0.137
12-Jun,10,0.459,0.161
12-Jun,11,0.483,0.173
12-Jun,12,0.485,0.166
12-Jun,13,0.439,0.183
12-Jun,14,0.384,0.221
12-Jun,15,0.314,0.244
12-Jun,16,0.219,0.253
12-Jun,17,0.108,0.242
12-Jun,18,0.033,0.217
12-Jun,19,0.002,0.155
12-Jun,20,0.000,0.155
12-Jun,21,0.000,0.177
12-Jun,22,0.000,0.204
12-Jun,23,0.000,0.222
13-Jun,0,0.000,0.243
13-Jun,1,0.000,0.247
13-Jun,2,0.000,0.243
13-Jun,3,0.008,0.237
13-Jun,4,0.058,0.209
13-Jun,5,0.164,0.159
13-Jun,6,0.331,0.145
13-Jun,7,0.517,0.174
13-Jun,8,0.684,0.219
13-Jun,9,0.794,0.266
13-Jun,10,0.839,0.280
13-Jun,11,0.843,0.274
13-Jun,12,0.798,0.254
13-Jun,13,0.722,0.239
13-Jun,14,0.607,0.214
13-Jun,15,0.456,0.184
13-Jun,16,0.284,0.156
13-Jun,17,0.129,0.134
13-Jun,18,0.038,0.104
13-Jun,19,0.003,0.111
13-Jun,20,0.000,0.135
13-Jun,21,0.000,0.146
13-Jun,22,0.000,0.134
13-Jun,23,0.000,0.134
14-Jun,0,0.000,0.150
14-Jun,1,0.000,0.150
14-Jun,2,0.000,0.157
14-Jun,3,0.011,0.179
14-Jun,4,0.075,0.200
14-Jun,5,0.217,0.187
14-Jun,6,0.406,0.130
14-Jun,7,0.571,0.113
14-Jun,8,0.699,0.129
14-Jun,9,0.778,0.156
14-Jun,10,0.811,0.171
14-Jun,11,0.782,0.170
14-Jun,12,0.703,0.149
14-Jun,13,0.589,0.146
14-Jun,14,0.463,0.131
14-Jun,15,0.334,0.112
14-Jun,16,0.215,0.112
14-Jun,17,0.108,0.111
14-Jun,18,0.032,0.123
14-Jun,19,0.003,0.149
