Date,Hour,PV Generation (MW),Wind Generation (MW)
7-Jul,4,0.045,0.245
7-Jul,5,0.115,0.231
7-Jul,6,0.203,0.251
7-Jul,7,0.281,0.275
7-Jul,8,0.349,0.301
7-Jul,9,0.422,0.313
7-Jul,10,0.489,0.321
7-Jul,11,0.535,0.337
7-Jul,12,0.560,0.347
7-Jul,13,0.529,0.354
7-Jul,14,0.460,0.369
7-Jul,15,0.352,0.378
7-Jul,16,0.223,0.353
7-Jul,17,0.112,0.315
7-Jul,18,0.036,0.246
7-Jul,19,0.002,0.188
7-Jul,20,0.000,0.167
7-Jul,21,0.000,0.178
7-Jul,22,0.000,0.176
7-Jul,23,0.000,0.173
8-Jul,0,0.000,0.165
8-Jul,1,0.000,0.170
8-Jul,2,0.000,0.170
8-Jul,3,0.006,0.179
8-Jul,4,0.051,0.167
8-Jul,5,0.154,0.145
8-Jul,6,0.296,0.165
8-Jul,7,0.430,0.202
8-Jul,8,0.502,0.229
8-Jul,9,0.524,0.251
8-Jul,10,0.542,0.260
8-Jul,11,0.550,0.257
8-Jul,12,0.527,0.256
8-Jul,13,0.486,0.259
8-Jul,14,0.414,0.256
8-Jul,15,0.313,0.255
8-Jul,16,0.203,0.241
8-Jul,17,0.103,0.220
8-Jul,18,0.033,0.182
8-Jul,19,0.002,0.156
8-Jul,20,0.000,0.144
8-Jul,21,0.000,0.151
8-Jul,22,0.000,0.158
8-Jul,23,0.000,0.170
9-Jul,0,0.000,0.172
9-Jul,1,0.000,0.170
9-Jul,2,0.000,0.171
9-Jul,3,0.006,0.155
9-Jul,4,0.051,0.133
9-Jul,5,0.145,0.113
9-Jul,6,0.279,0.115
9-Jul,7,0.417,0.133
9-Jul,8,0.515,0.154
9-Jul,9,0.563,0.172
9-Jul,10,0.579,0.187
9-Jul,11,0.600,0.199
9-Jul,12,0.590,0.209
9-Jul,13,0.551,0.224
9-Jul,14,0.489,0.232
9-Jul,15,0.390,0.234
9-Jul,16,0.261,0.221
9-Jul,17,0.129,0.206
9-Jul,18,0.040,0.171
9-Jul,19,0.003,0.147
9-Jul,20,0.000,0.153
9-Jul,21,0.000,0.164
9-Jul,22,0.000,0.172
9-Jul,23,0.000,0.166
10-Jul,0,0.000,0.157
10-Jul,1,0.000,0.145
10-Jul,2,0.000,0.127
10-Jul,3,0.007,0.112
10-Jul,4,0.060,0.096
10-Jul,5,0.184,0.067
10-Jul,6,0.362,0.058
10-Jul,7,0.519,0.069
10-Jul,8,0.648,0.071
10-Jul,9,0.769,0.069
10-Jul,10,0.851,0.073
10-Jul,11,0.875,0.081
10-Jul,12,0.841,0.089
10-Jul,13,0.753,0.094
10-Jul,14,0.630,0.099
10-Jul,15,0.467,0.103
10-Jul,16,0.281,0.105
10-Jul,17,0.126,0.091
10-Jul,18,0.035,0.075
10-Jul,19,0.002,0.066
10-Jul,20,0.000,0.074
10-Jul,21,0.000,0.074
10-Jul,22,0.000,0.069
10-Jul,23,0.000,0.065
11-Jul,0,0.000,0.060
11-Jul,1,0.000,0.052
11-Jul,2,0.000,0.047
11-Jul,3,0.005,0.047
11-Jul,4,0.038,0.042
11-Jul,5,0.113,0.030
11-Jul,6,0.212,0.023
11-Jul,7,0.312,0.021
11-Jul,8,0.387,0.023
11-Jul,9,0.439,0.030
11-Jul,10,0.447,0.034
11-Jul,11,0.437,0.036
11-Jul,12,0.410,0.036
11-Jul,13,0.353,0.040
11-Jul,14,0.282,0.042
11-Jul,15,0.211,0.046
11-Jul,16,0.141,0.050
11-Jul,17,0.074,0.047
11-Jul,18,0.022,0.045
11-Jul,19,0.001,0.044
11-Jul,20,0.000,0.051
11-Jul,21,0.000,0.058
11-Jul,22,0.000,0.070
11-Jul,23,0.000,0.075
12-Jul,0,0.000,0.068
12-Jul,1,0.000,0.060
12-Jul,2,0.000,0.051
12-Jul,3,0.003,0.042
12-Jul,4,0.033,0.035
12-Jul,5,0.110,0.029
12-Jul,6,0.212,0.023
12-Jul,7,0.326,0.025
12-Jul,8,0.418,0.031
12-Jul,9,0.476,0.040
12-Jul,10,0.524,0.058
12-Jul,11,0.547,0.078
12-Jul,12,0.510,0.110
12-Jul,13,0.443,0.138
12-Jul,14,0.355,0.137
12-Jul,15,0.276,0.147
12-Jul,16,0.169,0.139
12-Jul,17,0.083,0.119
12-Jul,18,0.024,0.108
12-Jul,19,0.001,0.102
12-Jul,20,0.000,0.103
12-Jul,21,0.000,0.124
12-Jul,22,0.000,0.137
12-Jul,23,0.000,0.139
13-Jul,0,0.000,0.139
13-Jul,1,0.000,0.134
13-Jul,2,0.000,0.133
13-Jul,3,0.004,0.139
13-Jul,4,0.029,0.140
13-Jul,5,0.087,0.134
13-Jul,6,0.167,0.127
13-Jul,7,0.256,0.129
13-Jul,8,0.337,0.135
13-Jul,9,0.403,0.145
13-Jul,10,0.458,0.154
13-Jul,11,0.506,0.166
13-Jul,12,0.517,0.178
13-Jul,13,0.492,0.204
13-Jul,14,0.421,0.221
13-Jul,15,0.317,0.225
13-Jul,16,0.204,0.231
13-Jul,17,0.095,0.212
13-Jul,18,0.027,0.185
13-Jul,19,0.001,0.163
13-Jul,20,0.000,0.139
13-Jul,21,0.000,0.131
13-Jul,22,0.000,0.118
13-Jul,23,0.000,0.109
14-Jul,0,0.000,0.112
14-Jul,1,0.000,0.121
14-Jul,2,0.000,0.117
14-Jul,3,0.003,0.112
14-Jul,4,0.030,0.100
14-Jul,5,0.092,0.083
14-Jul,6,0.179,0.071
14-Jul,7,0.275,0.059
14-Jul,8,0.353,0.049
14-Jul,9,0.417,0.045
14-Jul,10,0.462,0.049
14-Jul,11,0.480,0.060
14-Jul,12,0.475,0.076
14-Jul,13,0.439,0.092
14-Jul,14,0.380,0.108
14-Jul,15,0.277,0.121
14-Jul,16,0.180,0.132
14-Jul,17,0.089,0.129
14-Jul,18,0.023,0.124
14-Jul,19,0.001,0.119
14-Jul,20,0.000,0.113
14-Jul,21,0.000,0.109
14-Jul,22,0.000,0.100
14-Jul,23,0.000,0.087
15-Jul,0,0.000,0.082
15-Jul,1,0.000,0.084
15-Jul,2,0.000,0.084
15-Jul,3,0.003,0.083
15-Jul,4,0.032,0.080
15-Jul,5,0.101,0.072
15-Jul,6,0.204,0.071
15-Jul,7,0.316,0.083
15-Jul,8,0.404,0.098
15-Jul,9,0.461,0.114
15-Jul,10,0.490,0.133
15-Jul,11,0.510,0.156
15-Jul,12,0.515,0.177
15-Jul,13,0.492,0.191
15-Jul,14,0.442,0.200
15-Jul,15,0.351,0.209
15-Jul,16,0.228,0.220
15-Jul,17,0.112,0.230
15-Jul,18,0.031,0.219
15-Jul,19,0.001,0.210
15-Jul,20,0.000,0.203
15-Jul,21,0.000,0.203
15-Jul,22,0.000,0.190
15-Jul,23,0.000,0.172
16-Jul,0,0.000,0.165
16-Jul,1,0.000,0.164
16-Jul,2,0.000,0.161
16-Jul,3,0.003,0.167
16-Jul,4,0.037,0.170
16-Jul,5,0.120,0.166
16-Jul,6,0.240,0.168
16-Jul,7,0.364,0.183
16-Jul,8,0.474,0.196
16-Jul,9,0.564,0.207
16-Jul,10,0.630,0.212
16-Jul,11,0.676,0.213
16-Jul,12,0.690,0.223
16-Jul,13,0.646,0.227
16-Jul,14,0.552,0.218
16-Jul,15,0.423,0.207
16-Jul,16,0.265,0.199
16-Jul,17,0.121,0.183
16-Jul,18,0.032,0.158
16-Jul,19,0.002,0.141
16-Jul,20,0.000,0.145
16-Jul,21,0.000,0.145
16-Jul,22,0.000,0.138
16-Jul,23,0.000,0.128
17-Jul,0,0.000,0.105
17-Jul,1,0.000,0.085
17-Jul,2,0.000,0.070
17-Jul,3,0.004,0.055
17-Jul,4,0.042,0.042
17-Jul,5,0.138,0.025
17-Jul,6,0.280,0.015
17-Jul,7,0.435,0.010
17-Jul,8,0.569,0.009
17-Jul,9,0.681,0.010
17-Jul,10,0.748,0.012
17-Jul,11,0.754,0.015
17-Jul,12,0.731,0.018
17-Jul,13,0.678,0.018
17-Jul,14,0.593,0.017
17-Jul,15,0.454,0.017
17-Jul,16,0.290,0.021
17-Jul,17,0.135,0.025
17-Jul,18,0.037,0.026
17-Jul,19,0.002,0.029
17-Jul,20,0.000,0.035
17-Jul,21,0.000,0.038
17-Jul,22,0.000,0.037
17-Jul,23,0.000,0.034
18-Jul,0,0.000,0.029
18-Jul,1,0.000,0.029
18-Jul,2,0.000,0.030
18-Jul,3,0.004,0.035
18-Jul,4,0.055,0.035
18-Jul,5,0.177,0.028
18-Jul,6,0.344,0.016
18-Jul,7,0.527,0.011
18-Jul,8,0.687,0.015
18-Jul,9,0.781,0.024
18-Jul,10,0.807,0.037
18-Jul,11,0.790,0.060
18-Jul,12,0.733,0.065
18-Jul,13,0.651,0.070
18-Jul,14,0.531,0.072
18-Jul,15,0.381,0.074
18-Jul,16,0.230,0.081
18-Jul,17,0.102,0.074
18-Jul,18,0.026,0.063
18-Jul,19,0.001,0.065
18-Jul,20,0.000,0.085
18-Jul,21,0.000,0.099
18-Jul,22,0.000,0.095
18-Jul,23,0.000,0.089
19-Jul,0,0.000,0.088
19-Jul,1,0.000,0.091
19-Jul,2,0.000,0.091
19-Jul,3,0.003,0.095
19-Jul,4,0.030,0.097
19-Jul,5,0.094,0.084
19-Jul,6,0.189,0.063
19-Jul,7,0.315,0.056
19-Jul,8,0.432,0.058
19-Jul,9,0.519,0.066
19-Jul,10,0.580,0.075
19-Jul,11,0.598,0.086
19-Jul,12,0.564,0.095
19-Jul,13,0.510,0.096
19-Jul,14,0.440,0.084
19-Jul,15,0.349,0.080
19-Jul,16,0.234,0.056
19-Jul,17,0.113,0.039
19-Jul,18,0.031,0.028
19-Jul,19,0.001,0.024
19-Jul,20,0.000,0.026
19-Jul,21,0.000,0.035
19-Jul,22,0.000,0.044
19-Jul,23,0.000,0.058
20-Jul,0,0.000,0.082
20-Jul,1,0.000,0.111
20-Jul,2,0.000,0.143
20-Jul,3,0.003,0.173
20-Jul,4,0.047,0.194
20-Jul,5,0.169,0.182
20-Jul,6,0.353,0.135
20-Jul,7,0.542,0.116
20-Jul,8,0.685,0.144
20-Jul,9,0.764,0.184
20-Jul,10,0.778,0.209
20-Jul,11,0.737,0.229
20-Jul,12,0.690,0.234
20-Jul,13,0.602,0.253
20-Jul,14,0.464,0.247
20-Jul,15,0.315,0.223
20-Jul,16,0.201,0.202
20-Jul,17,0.095,0.178
20-Jul,18,0.025,0.170
20-Jul,19,0.001,0.205
20-Jul,20,0.000,0.219
20-Jul,21,0.000,0.227
20-Jul,22,0.000,0.209
20-Jul,23,0.000,0.169
21-Jul,0,0.000,0.182
21-Jul,1,0.000,0.206
21-Jul,2,0.000,0.226
21-Jul,3,0.003,0.238
21-Jul,4,0.033,0.234
21-Jul,5,0.107,0.212
21-Jul,6,0.216,0.201
21-Jul,7,0.366,0.213
21-Jul,8,0.521,0.241
21-Jul,9,0.642,0.271
21-Jul,10,0.694,0.305
21-Jul,11,0.708,0.333
21-Jul,12,0.689,0.334
21-Jul,13,0.640,0.318
21-Jul,14,0.571,0.295
21-Jul,15,0.436,0.249
21-Jul,16,0.268,0.205
21-Jul,17,0.122,0.150
21-Jul,18,0.032,0.101
21-Jul,19,0.001,0.077
21-Jul,20,0.000,0.061
21-Jul,21,0.000,0.051
21-Jul,22,0.000,0.043
21-Jul,23,0.000,0.035
22-Jul,0,0.000,0.026
22-Jul,1,0.000,0.025
22-Jul,2,0.000,0.031
22-Jul,3,0.003,0.038
22-Jul,4,0.045,0.056
22-Jul,5,0.153,0.063
22-Jul,6,0.304,0.058
22-Jul,7,0.464,0.052
22-Jul,8,0.589,0.076
22-Jul,9,0.674,0.114
22-Jul,10,0.701,0.143
22-Jul,11,0.704,0.154
22-Jul,12,0.690,0.150
22-Jul,13,0.630,0.144
22-Jul,14,0.525,0.149
22-Jul,15,0.393,0.147
22-Jul,16,0.251,0.132
22-Jul,17,0.115,0.111
22-Jul,18,0.029,0.082
22-Jul,19,0.001,0.067
22-Jul,20,0.000,0.063
22-Jul,21,0.000,0.066
22-Jul,22,0.000,0.069
22-Jul,23,0.000,0.076
23-Jul,0,0.000,0.075
23-Jul,1,0.000,0.077
23-Jul,2,0.000,0.074
23-Jul,3,0.003,0.072
23-Jul,4,0.042,0.071
23-Jul,5,0.166,0.053
23-Jul,6,0.359,0.030
23-Jul,7,0.563,0.025
23-Jul,8,0.727,0.029
23-Jul,9,0.838,0.038
23-Jul,10,0.900,0.038
23-Jul,11,0.915,0.035
23-Jul,12,0.883,0.035
23-Jul,13,0.805,0.033
23-Jul,14,0.679,0.030
23-Jul,15,0.505,0.026
23-Jul,16,0.301,0.027
23-Jul,17,0.124,0.033
23-Jul,18,0.029,0.042
23-Jul,19,0.001,0.066
23-Jul,20,0.000,0.096
23-Jul,21,0.000,0.126
23-Jul,22,0.000,0.149
23-Jul,23,0.000,0.159
24-Jul,0,0.000,0.161
24-Jul,1,0.000,0.161
24-Jul,2,0.000,0.160
24-Jul,3,0.003,0.161
24-Jul,4,0.042,0.148
24-Jul,5,0.166,0.116
24-Jul,6,0.358,0.056
24-Jul,7,0.556,0.025
24-Jul,8,0.719,0.017
24-Jul,9,0.829,0.016
24-Jul,10,0.889,0.021
24-Jul,11,0.900,0.026
24-Jul,12,0.866,0.033
24-Jul,13,0.785,0.041
24-Jul,14,0.657,0.049
24-Jul,15,0.485,0.051
24-Jul,16,0.285,0.051
24-Jul,17,0.118,0.055
24-Jul,18,0.027,0.083
24-Jul,19,0.001,0.141
24-Jul,20,0.000,0.190
24-Jul,21,0.000,0.212
24-Jul,22,0.000,0.214
24-Jul,23,0.000,0.200
25-Jul,0,0.000,0.175
25-Jul,1,0.000,0.147
25-Jul,2,0.000,0.131
25-Jul,3,0.002,0.119
25-Jul,4,0.042,0.104
25-Jul,5,0.162,0.075
25-Jul,6,0.345,0.037
25-Jul,7,0.536,0.021
25-Jul,8,0.693,0.017
25-Jul,9,0.803,0.023
25-Jul,10,0.861,0.032
25-Jul,11,0.869,0.038
25-Jul,12,0.833,0.048
25-Jul,13,0.751,0.061
25-Jul,14,0.625,0.081
25-Jul,15,0.458,0.100
25-Jul,16,0.270,0.127
25-Jul,17,0.114,0.162
25-Jul,18,0.027,0.208
25-Jul,19,0.001,0.280
25-Jul,20,0.000,0.316
25-Jul,21,0.000,0.324
25-Jul,22,0.000,0.305
25-Jul,23,0.000,0.276
26-Jul,0,0.000,0.246
26-Jul,1,0.000,0.228
26-Jul,2,0.000,0.224
26-Jul,3,0.002,0.222
26-Jul,4,0.041,0.198
26-Jul,5,0.160,0.152
26-Jul,6,0.341,0.101
26-Jul,7,0.531,0.105
26-Jul,8,0.690,0.143
26-Jul,9,0.802,0.182
26-Jul,10,0.863,0.212
26-Jul,11,0.864,0.236
26-Jul,12,0.818,0.266
26-Jul,13,0.724,0.285
26-Jul,14,0.584,0.316
26-Jul,15,0.411,0.333
26-Jul,16,0.231,0.345
26-Jul,17,0.096,0.354
26-Jul,18,0.022,0.348
26-Jul,19,0.000,0.375
26-Jul,20,0.000,0.400
26-Jul,21,0.000,0.424
26-Jul,22,0.000,0.407
26-Jul,23,0.000,0.386
27-Jul,0,0.000,0.366
27-Jul,1,0.000,0.336
27-Jul,2,0.000,0.328
27-Jul,3,0.002,0.322
27-Jul,4,0.032,0.295
27-Jul,5,0.125,0.254
27-Jul,6,0.263,0.214
27-Jul,7,0.407,0.210
27-Jul,8,0.525,0.271
27-Jul,9,0.604,0.341
27-Jul,10,0.653,0.344
27-Jul,11,0.663,0.328
27-Jul,12,0.646,0.319
27-Jul,13,0.581,0.317
27-Jul,14,0.483,0.318
27-Jul,15,0.346,0.327
27-Jul,16,0.204,0.336
27-Jul,17,0.084,0.325
27-Jul,18,0.017,0.301
27-Jul,19,0.000,0.305
27-Jul,20,0.000,0.302
27-Jul,21,0.000,0.301
27-Jul,22,0.000,0.289
27-Jul,23,0.000,0.262
28-Jul,0,0.000,0.232
28-Jul,1,0.000,0.215
28-Jul,2,0.000,0.197
28-Jul,3,0.001,0.183
28-Jul,4,0.029,0.160
28-Jul,5,0.106,0.122
28-Jul,6,0.220,0.095
28-Jul,7,0.340,0.098
28-Jul,8,0.433,0.101
28-Jul,9,0.506,0.124
28-Jul,10,0.538,0.130
28-Jul,11,0.521,0.131
28-Jul,12,0.484,0.134
28-Jul,13,0.415,0.136
28-Jul,14,0.320,0.142
28-Jul,15,0.223,0.154
28-Jul,16,0.131,0.152
28-Jul,17,0.056,0.153
28-Jul,18,0.012,0.159
28-Jul,19,0.000,0.161
28-Jul,20,0.000,0.161
28-Jul,21,0.000,0.168
28-Jul,22,0.000,0.165
28-Jul,23,0.000,0.161
29-Jul,0,0.000,0.150
29-Jul,1,0.000,0.135
29-Jul,2,0.000,0.123
29-Jul,3,0.001,0.120
29-Jul,4,0.019,0.126
29-Jul,5,0.076,0.108
29-Jul,6,0.157,0.091
29-Jul,7,0.249,0.083
29-Jul,8,0.338,0.079
29-Jul,9,0.430,0.071
29-Jul,10,0.505,0.061
29-Jul,11,0.538,0.057
29-Jul,12,0.526,0.064
29-Jul,13,0.482,0.079
29-Jul,14,0.412,0.092
29-Jul,15,0.317,0.097
29-Jul,16,0.197,0.093
29-Jul,17,0.087,0.088
29-Jul,18,0.018,0.074
29-Jul,19,0.000,0.056
29-Jul,20,0.000,0.053
29-Jul,21,0.000,0.057
29-Jul,22,0.000,0.058
29-Jul,23,0.000,0.057
30-Jul,0,0.000,0.059
30-Jul,1,0.000,0.054
30-Jul,2,0.000,0.051
30-Jul,3,0.001,0.050
30-Jul,4,0.024,0.050
30-Jul,5,0.099,0.046
30-Jul,6,0.217,0.034
30-Jul,7,0.364,0.024
30-Jul,8,0.501,0.027
30-Jul,9,0.593,0.034
30-Jul,10,0.649,0.043
30-Jul,11,0.674,0.054
30-Jul,12,0.657,0.065
30-Jul,13,0.590,0.081
30-Jul,14,0.485,0.089
30-Jul,15,0.358,0.104
30-Jul,16,0.209,0.106
30-Jul,17,0.087,0.098
30-Jul,18,0.017,0.087
30-Jul,19,0.000,0.092
30-Jul,20,0.000,0.114
30-Jul,21,0.000,0.122
30-Jul,22,0.000,0.121
30-Jul,23,0.000,0.134
31-Jul,0,0.000,0.126
31-Jul,1,0.000,0.138
31-Jul,2,0.000,0.149
31-Jul,3,0.001,0.133
31-Jul,4,0.020,0.135
31-Jul,5,0.082,0.118
31-Jul,6,0.172,0.099
31-Jul,7,0.272,0.095
31-Jul,8,0.376,0.104
31-Jul,9,0.455,0.115
31-Jul,10,0.468,0.127
31-Jul,11,0.476,0.131
31-Jul,12,0.496,0.135
31-Jul,13,0.476,0.139
31-Jul,14,0.404,0.143
31-Jul,15,0.310,0.139
31-Jul,16,0.191,0.139
31-Jul,17,0.083,0.126
31-Jul,18,0.017,0.086
31-Jul,19,0.000,0.056
31-Jul,20,0.000,0.051
31-Jul,21,0.000,0.063
31-Jul,22,0.000,0.065
31-Jul,23,0.000,0.063
1-Aug,0,0.000,0.060
1-Aug,1,0.000,0.058
1-Aug,2,0.000,0.057
1-Aug,3,0.001,0.059
1-Aug,4,0.029,0.069
1-Aug,5,0.130,0.058
1-Aug,6,0.291,0.034
1-Aug,7,0.477,0.033
1-Aug,8,0.638,0.045
1-Aug,9,0.722,0.052
1-Aug,10,0.733,0.051
1-Aug,11,0.703,0.047
1-Aug,12,0.647,0.045
1-Aug,13,0.578,0.045
1-Aug,14,0.480,0.047
1-Aug,15,0.355,0.047
1-Aug,16,0.214,0.033
1-Aug,17,0.091,0.021
1-Aug,18,0.018,0.015
1-Aug,19,0.000,0.014
1-Aug,20,0.000,0.019
1-Aug,21,0.000,0.023
1-Aug,22,0.000,0.021
1-Aug,23,0.000,0.017
2-Aug,0,0.000,0.014
2-Aug,1,0.000,0.013
2-Aug,2,0.000,0.010
2-Aug,3,0.001,0.011
2-Aug,4,0.026,0.014
2-Aug,5,0.113,0.014
2-Aug,6,0.246,0.009
2-Aug,7,0.405,0.006
2-Aug,8,0.538,0.009
2-Aug,9,0.623,0.013
2-Aug,10,0.633,0.020
2-Aug,11,0.603,0.032
2-Aug,12,0.557,0.053
2-Aug,13,0.498,0.070
2-Aug,14,0.398,0.082
2-Aug,15,0.280,0.090
2-Aug,16,0.172,0.103
2-Aug,17,0.074,0.111
2-Aug,18,0.013,0.092
2-Aug,19,0.000,0.078
2-Aug,20,0.000,0.069
2-Aug,21,0.000,0.069
2-Aug,22,0.000,0.066
2-Aug,23,0.000,0.070
3-Aug,0,0.000,0.068
3-Aug,1,0.000,0.064
3-Aug,2,0.000,0.062
3-Aug,3,0.001,0.065
3-Aug,4,0.021,0.072
3-Aug,5,0.097,0.066
3-Aug,6,0.218,0.048
3-Aug,7,0.344,0.040
3-Aug,8,0.439,0.036
3-Aug,9,0.514,0.039
3-Aug,10,0.577,0.050
3-Aug,11,0.595,0.068
3-Aug,12,0.576,0.098
3-Aug,13,0.547,0.121
3-Aug,14,0.466,0.135
3-Aug,15,0.349,0.135
3-Aug,16,0.214,0.126
3-Aug,17,0.091,0.108
3-Aug,18,0.016,0.081
3-Aug,19,0.000,0.066
3-Aug,20,0.000,0.065
3-Aug,21,0.000,0.060
3-Aug,22,0.000,0.056
3-Aug,23,0.000,0.056
4-Aug,0,0.000,0.052
4-Aug,1,0.000,0.049
4-Aug,2,0.000,0.044
4-Aug,3,0.001,0.043
4-Aug,4,0.026,0.046
4-Aug,5,0.126,0.037
4-Aug,6,0.279,0.024
4-Aug,7,0.459,0.025
4-Aug,8,0.617,0.031
4-Aug,9,0.706,0.038
4-Aug,10,0.744,0.045
4-Aug,11,0.762,0.053
4-Aug,12,0.752,0.061
4-Aug,13,0.699,0.062
4-Aug,14,0.596,0.062
4-Aug,15,0.436,0.051
4-Aug,16,0.251,0.038
4-Aug,17,0.098,0.030
4-Aug,18,0.016,0.021
4-Aug,19,0.000,0.024
4-Aug,20,0.000,0.032
4-Aug,21,0.000,0.043
4-Aug,22,0.000,0.052
4-Aug,23,0.000,0.060
5-Aug,0,0.000,0.071
5-Aug,1,0.000,0.082
5-Aug,2,0.000,0.089
5-Aug,3,0.001,0.093
5-Aug,4,0.020,0.101
5-Aug,5,0.091,0.109
5-Aug,6,0.191,0.092
5-Aug,7,0.299,0.068
5-Aug,8,0.401,0.061
5-Aug,9,0.474,0.060
5-Aug,10,0.510,0.072
5-Aug,11,0.536,0.085
5-Aug,12,0.536,0.091
5-Aug,13,0.497,0.102
5-Aug,14,0.405,0.112
5-Aug,15,0.307,0.121
5-Aug,16,0.186,0.121
5-Aug,17,0.080,0.103
5-Aug,18,0.013,0.080
5-Aug,19,0.000,0.069
5-Aug,20,0.000,0.085
5-Aug,21,0.000,0.094
5-Aug,22,0.000,0.102
5-Aug,23,0.000,0.105
6-Aug,0,0.000,0.114
6-Aug,1,0.000,0.120
6-Aug,2,0.000,0.118
6-Aug,3,0.000,0.122
6-Aug,4,0.020,0.119
6-Aug,5,0.099,0.104
6-Aug,6,0.221,0.086
6-Aug,7,0.360,0.083
6-Aug,8,0.518,0.102
6-Aug,9,0.627,0.143
6-Aug,10,0.665,0.179
6-Aug,11,0.650,0.211
6-Aug,12,0.580,0.228
6-Aug,13,0.510,0.232
6-Aug,14,0.444,0.212
6-Aug,15,0.311,0.175
6-Aug,16,0.163,0.137
6-Aug,17,0.075,0.094
6-Aug,18,0.013,0.064
6-Aug,19,0.000,0.047
6-Aug,20,0.000,0.050
6-Aug,21,0.000,0.055
6-Aug,22,0.000,0.058
6-Aug,23,0.000,0.062
7-Aug,0,0.000,0.070
7-Aug,1,0.000,0.078
7-Aug,2,0.000,0.094
7-Aug,3,0.000,0.109
7-Aug,4,0.017,0.136
7-Aug,5,0.075,0.139
7-Aug,6,0.161,0.115
7-Aug,7,0.288,0.108
7-Aug,8,0.393,0.127
7-Aug,9,0.436,0.147
7-Aug,10,0.408,0.185
7-Aug,11,0.370,0.214
7-Aug,12,0.343,0.216
7-Aug,13,0.297,0.211
7-Aug,14,0.244,0.206
7-Aug,15,0.180,0.196
7-Aug,16,0.120,0.184
7-Aug,17,0.057,0.167
7-Aug,18,0.010,0.155
7-Aug,19,0.000,0.146
7-Aug,20,0.000,0.161
7-Aug,21,0.000,0.166
7-Aug,22,0.000,0.174
7-Aug,23,0.000,0.184
8-Aug,0,0.000,0.206
8-Aug,1,0.000,0.220
8-Aug,2,0.000,0.233
8-Aug,3,0.000,0.246
8-Aug,4,0.022,0.260
8-Aug,5,0.118,0.234
8-Aug,6,0.261,0.189
8-Aug,7,0.438,0.193
8-Aug,8,0.601,0.242
8-Aug,9,0.702,0.313
8-Aug,10,0.726,0.378
8-Aug,11,0.723,0.403
8-Aug,12,0.720,0.406
8-Aug,13,0.654,0.416
8-Aug,14,0.550,0.424
8-Aug,15,0.406,0.381
8-Aug,16,0.238,0.318
8-Aug,17,0.089,0.247
8-Aug,18,0.013,0.171
8-Aug,19,0.000,0.144
8-Aug,20,0.000,0.128
8-Aug,21,0.000,0.114
8-Aug,22,0.000,0.098
8-Aug,23,0.000,0.090
9-Aug,0,0.000,0.089
9-Aug,1,0.000,0.088
9-Aug,2,0.000,0.082
9-Aug,3,0.000,0.086
9-Aug,4,0.023,0.100
9-Aug,5,0.130,0.104
9-Aug,6,0.294,0.094
9-Aug,7,0.455,0.070
9-Aug,8,0.567,0.061
9-Aug,9,0.649,0.074
9-Aug,10,0.688,0.088
9-Aug,11,0.659,0.095
9-Aug,12,0.586,0.096
9-Aug,13,0.495,0.097
9-Aug,14,0.398,0.097
9-Aug,15,0.269,0.106
9-Aug,16,0.134,0.130
9-Aug,17,0.042,0.164
9-Aug,18,0.004,0.215
9-Aug,19,0.000,0.275
9-Aug,20,0.000,0.296
9-Aug,21,0.000,0.312
9-Aug,22,0.000,0.340
9-Aug,23,0.000,0.332
10-Aug,0,0.000,0.364
10-Aug,1,0.000,0.370
10-Aug,2,0.000,0.381
10-Aug,3,0.000,0.404
10-Aug,4,0.013,0.424
10-Aug,5,0.074,0.434
10-Aug,6,0.168,0.469
10-Aug,7,0.253,0.536
10-Aug,8,0.313,0.570
10-Aug,9,0.377,0.606
10-Aug,10,0.432,0.621
10-Aug,11,0.462,0.643
10-Aug,12,0.479,0.634
10-Aug,13,0.473,0.635
10-Aug,14,0.426,0.613
10-Aug,15,0.345,0.602
10-Aug,16,0.218,0.594
10-Aug,17,0.085,0.514
10-Aug,18,0.012,0.427
10-Aug,19,0.000,0.408
10-Aug,20,0.000,0.415
10-Aug,21,0.000,0.438
10-Aug,22,0.000,0.439
10-Aug,23,0.000,0.430
11-Aug,0,0.000,0.414
11-Aug,1,0.000,0.394
11-Aug,2,0.000,0.382
11-Aug,3,0.000,0.377
11-Aug,4,0.020,0.362
11-Aug,5,0.126,0.326
11-Aug,6,0.311,0.275
11-Aug,7,0.527,0.274
11-Aug,8,0.700,0.294
11-Aug,9,0.792,0.308
11-Aug,10,0.802,0.295
11-Aug,11,0.794,0.279
11-Aug,12,0.741,0.274
11-Aug,13,0.627,0.261
11-Aug,14,0.481,0.230
11-Aug,15,0.329,0.207
11-Aug,16,0.171,0.168
11-Aug,17,0.051,0.118
11-Aug,18,0.005,0.114
11-Aug,19,0.000,0.113
11-Aug,20,0.000,0.129
11-Aug,21,0.000,0.155
11-Aug,22,0.000,0.184
11-Aug,23,0.000,0.213
12-Aug,0,0.000,0.226
12-Aug,1,0.000,0.231
12-Aug,2,0.000,0.243
12-Aug,3,0.000,0.250
12-Aug,4,0.013,0.251
12-Aug,5,0.078,0.213
12-Aug,6,0.198,0.181
12-Aug,7,0.353,0.182
12-Aug,8,0.469,0.200
12-Aug,9,0.497,0.217
12-Aug,10,0.488,0.220
12-Aug,11,0.453,0.209
12-Aug,12,0.410,0.189
